Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
2.25,1.75,P3037,P3037,35,Rectangle,,Square,5,7,https://media.magnetguys.com/diecut_proof/D__P3037__1.75-x-2.25_P3037_Square-corner.jpg,Magnets,Preco
5.25,3.25,P3038,P3038,10,Rectangle,,Square,2,5,https://media.magnetguys.com/diecut_proof/D__P3038__5.25-x-3.25_P3038_Square-corner.jpg,Magnets,Preco
4.5411,5,P3039,P3039,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.558,6.0176,P3040,P3040,12,Rectangle,,Square,4,3,#N/A,Magnets,Preco
2.3742,2.2879,P3041,P3041,32,Custom Shape,,NA,16,2,#N/A,Magnets,Preco
4.101,5,P3042,P3042,8,Cup Shape,,NA,2,4,#N/A,Magnets,Preco
5,3.5,P3043,P3043,9,Custom Louisa county map,,NA,3,3,#N/A,Magnets,Preco
5.4171,4.3099,P3044,P3044,8,Custom - Brain,,NA,2,4,#N/A,Magnets,Preco
3.39,2.03,P3045,P3045,24,Custom Shape,,NA,3,8,#N/A,Magnets,Preco
4.68,1.31,P3046,P3046,24,Bus Shape,,NA,12,2,#N/A,Magnets,Preco
6.4364,4.2987,P3047,P3047,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
11.875,9,P3048,P3048,2,Rectangle,,Round,1,2,#N/A,Magnets,Preco
6,4,P3049,P3049,6,Kisscut,,Square,3,2,#N/A,Magnets,Preco
7,5,P3050,P3050,4,Kisscut,,Square,2,2,#N/A,Magnets,Preco
4.5339,1.9077,P3051,P3051,15,Oil Truck,,NA,5,3,#N/A,Magnets,Preco
5.61,6.55,P3052,P3052,3,Shield Shape,,NA,1,3,#N/A,Magnets,Preco
4.95,4.6588,P3053,P3053,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6.25,1.25,P3054,P3054,14,Rectangle,,Round,7,2,#N/A,Magnets,Preco
2.38,3.13,P3055,P3055,21,Book Shape,,NA,3,7,#N/A,Magnets,Preco
3.7827,4.0495,P3056,P3056,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
4.251,4.6169,P3057,P3057,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
8,6,P3058,P3058,3,Kisscut,,Square,1,3,#N/A,Magnets,Preco
3.375,2.3125,P3059,P3059,20,Rectangle,,Square,4,5,#N/A,Magnets,Preco
6,4,P3060,P3060,4,Kisscut,,Square,2,2,#N/A,Magnets,Preco
4.75,6.75,P3061,P3061,4,Picture frame,Picture Frame,Round,2,2,#N/A,Magnets,Preco
4.6078,5.1926,P3062,P3062,6,Custom Shape - Shield,,NA,2,3,#N/A,Magnets,Preco
2.64,4.4,P3063,P3063,12,Rectangle,,Square,6,2,#N/A,Magnets,Preco
4.75,3.62,P3064,P3064,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
6.05,2.84,P3065,P3065,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
3.8418,2.5582,P3066,P3066,16,Custom Shape - Oval,Oval,NA,8,2,#N/A,Magnets,Preco
4.3586,6.0145,P3067,P3067,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
11,5.75,P3068,P3068,3,Custom Shape - Oval,Oval,NA,1,3,#N/A,Magnets,Preco
3.2811,3.6399,P3069,P3069,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.9,4.43,P3070,P3070,6,Helmet Shapes,,NA,2,3,#N/A,Magnets,Preco
2.9626,1.9929,P3071,P3071,24,Custom Shape,,NA,2,12,#N/A,Magnets,Preco
6.7507,5.2428,P3072,P3072,4,Custom Shape - Picture frame,Picture Frame,Round,2,2,#N/A,Magnets,Preco
6,5.5,P3073,P3073,3,Heart Shape,,NA,1,3,#N/A,Magnets,Preco
4.65 87,1.6995,P3074,P3074,18,Truck Shaped,,NA,6,3,#N/A,Magnets,Preco
4,2.25,P3075,P3075,16,Rectangle,,Round,8,2,https://media.magnetguys.com/diecut_proof/D__P3075__2.25-x-4_P3075_Round-corner.jpg,Magnets,Preco
4,2.25,P3076,P3076,24,Custom Shape,,NA,12,2,#N/A,Magnets,Preco
5.5,8.5,P3077,P3077,3,Custom Punch out Shape,,Round,1,3,#N/A,Magnets,Preco
8.625,8.625,P3078,P3078,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
4.9995,2.6357,P3079,P3079,12,Custom Shape - Oval,Oval,NA,2,6,#N/A,Magnets,Preco
3.555,7.5866,P3080,P3080,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3,2.31,P3081,P3081,20,Cow Shape,,NA,4,5,#N/A,Magnets,Preco
4.8293,5,P3082,P3082,6,Custom Shape - Shield,,NA,2,3,#N/A,Magnets,Preco
4.9636,5.4692,P3083,P3083,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.0489,1.5491,P3084,P3084,30,Custom SHape,,NA,15,2,#N/A,Magnets,Preco
7.37,6.18,P3085,P3085,2,Helmet Shapes,,NA,1,2,#N/A,Magnets,Preco
2.58,3,P3086,P3086,20,Arizona shape,Shaped,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P3086__2.58-x-3_P3086_TMG24080616_Arizona-shape.jpg,Magnets,Preco
6.25,3.6,P3087,P3087,6,Cloud Shape,,NA,3,2,#N/A,Magnets,Preco
7.5,8,P3088,P3088,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
5.0646,5.4765,P3089,P3089,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.3786,4.896,P3090,P3090,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.1655,3.6713,P3091,P3091,8,House Shape,,NA,4,2,#N/A,Magnets,Preco
2.2992,2.1567,P3092,P3092,24,Custom Shape,,NA,12,2,#N/A,Magnets,Preco
4.45,3.53,P3093,P3093,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.0081,4.0333,P3094,P3094,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
6.0174,3.9252,P3095,P3095,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
6.2883,2.5,P3096,P3096,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
4.75,3.0642,P3097,P3097,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
4.4163,3.586,P3098,P3098,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
5.8059,2.75,P3099,P3099,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
5.3672,5,P3100,P3100,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4.25,2.5,P3101,P3101,16,Custom Shape - Fish,,NA,4,4,#N/A,Magnets,Preco
3.75,4.3663,P3102,P3102,8,Shield Shape,,NA,4,2,#N/A,Magnets,Preco
3.2118,3.065,P3103,P3103,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
5.4997,2.5279,P3104,P3104,12,Van Shape,,NA,4,3,#N/A,Magnets,Preco
4.67,6.55,P3105,P3105,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
3.5,3.5,P3106,P3106,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.25,2.7248,P3107,P3107,9,Custom Van Shape,,NA,3,3,#N/A,Magnets,Preco
6.2346,5,P3108,P3108,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
7.7352,5,P3109,P3109,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3.8241,3.6473,P3110,P3110,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
8.3437,3.7379,P3111,P3111,4,Van Shape,,NA,2,2,#N/A,Magnets,Preco
8,5,P3112,P3112,4,Oval shape,Oval,NA,2,2,#N/A,Magnets,Preco
2,2.31,P3113,P3113,35,Custom Bowling Shape,,NA,5,7,#N/A,Magnets,Preco
3.75,2.79,P3114,P3114,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
7,3.5,P3115,P3115,6,Semi-Circle Shape,Shaped,NA,3,2,#N/A,Magnets,Preco
2.77,4.2,P3116,P3116,12,Bear Shape,,NA,6,2,#N/A,Magnets,Preco
3,2.5,P3117,P3117,18,Custom Shape,,NA,9,2,#N/A,Magnets,Preco
4.7,5.1,P3118,P3118,6,Paw Shape,,NA,2,3,#N/A,Magnets,Preco
7.5,1.9277,P3119,P3119,10,Custom Shape,,NA,5,2,#N/A,Magnets,Preco
3,6.5,P3120,P3120,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
5.58,2.71,P3121,P3121,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
4.8598,5.5,P3122,P3122,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.45,2.43,P3123,P3123,24,Shield Shape,,NA,12,2,#N/A,Magnets,Preco
6.75,3.25,P3124,P3124,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
4,3.36,P3125,P3125,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
5.43,1.76,P3126,P3126,15,Custom Shape,,NA,5,3,#N/A,Magnets,Preco
2.88,3,P3127,P3127,18,House Shape,,NA,9,2,#N/A,Magnets,Preco
1.87,1.87,P3128,P3128,40,Heart Shape,,NA,20,2,#N/A,Magnets,Preco
1.75,5,P3129,P3129,15,Cylindrical container shapeShape,Shaped,NA,5,3,#N/A,Magnets,Preco
2.54,2.33,P3130,P3130,30,Triangle Shape,,NA,15,2,#N/A,Magnets,Preco
5,5,P3131,P3131,6,Custom Shape-Kisscut,,NA,2,3,#N/A,Magnets,Preco
4.25,4.15,P3132,P3132,8,Sun Shape,,NA,4,2,#N/A,Magnets,Preco
5,3.9809,P3133,P3133,8,Shield Shape,,NA,2,4,#N/A,Magnets,Preco
3.9846,4.9775,P3134,P3134,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
4.92,5.06,P3135,P3135,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.0332,2.2687,P3136,P3136,20,Custom Shape,,NA,4,5,#N/A,Magnets,Preco
8.5,3.5,P3137,P3137,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
5.25,4,P3138,P3138,8,Oval shape,Oval,NA,4,2,#N/A,Magnets,Preco
3.4,1.1429,P3139,P3139,40,Custom Shape,,NA,8,5,#N/A,Magnets,Preco
5,1.76,P3140,P3140,15,Custom Shape,,NA,5,3,#N/A,Magnets,Preco
4.99,2.01,P3141,P3141,15,Custom Shape,,NA,5,3,#N/A,Magnets,Preco
3.07,2.31,P3142,P3142,18,Ribbon Shape,,NA,9,2,#N/A,Magnets,Preco
3.3416,1.485,P3143,P3143,30,Custom Shape - Van,,NA,6,5,https://media.magnetguys.com/diecut_proof/D__P3143__3.3416-x-1.485_P3143_TMG24101706_Van.jpg,Magnets,Preco
3,2.3,P3144,P3144,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
5.4643,5,P3145,P3145,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3.67,1.71,P3146,P3146,20,Custom Star Shaped,,NA,5,4,#N/A,Magnets,Preco
4.17,2.7,P3147,P3147,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
3.625,3.625,P3148,P3148,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
2.23,2.23,P3149,P3149,24,Paw Shape,,NA,12,2,#N/A,Magnets,Preco
2.5,1.94,P3150,P3150,32,Custom Shape,,NA,16,2,#N/A,Magnets,Preco
3.4,3.87,P3151,P3151,12,Penguin Shape,,NA,6,2,#N/A,Magnets,Preco
6,3.5,P3152,P3152,9,Oval shape,Oval,NA,3,3,#N/A,Magnets,Preco
3,3,P3153,P3153,15,Circle - Puzzle piece,Circle,NA,3,5,#N/A,Magnets,Preco
2.9123,1.999,P3154,P3154,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
2.9532,1.9807,P3155,P3155,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
4.7,2.01,P3156,P3156,15,Van Shape,,NA,5,3,#N/A,Magnets,Preco
3.5,2,P3157,P3157,25,Cruise Ship,,NA,5,5,#N/A,Magnets,Preco
11.8,1,P3158,P3158,9,Custom Shape,,NA,9,1,#N/A,Magnets,Preco
4.0871,4.7944,P3159,P3159,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4.0812,2.1539,P3160,P3160,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
3.38,1.72,P3161,P3161,20,Van Shape,,NA,10,2,#N/A,Magnets,Preco
4.83,2.23,P3162,P3162,12,Car Shape,,NA,4,3,#N/A,Magnets,Preco
3.207,2.779,P3163,P3163,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
4.2404,4.2308,P3164,P3164,12,Custom Shape,,NA,2,6,#N/A,Magnets,Preco
6.8452,7.3803,P3165,P3165,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
4.5,2.75,P3166,P3166,9,Rectangle,,Round,3,3,#N/A,Magnets,Preco
2.73,3.62,P3167,P3167,16,Foot Shape,,NA,4,4,#N/A,Magnets,Preco
6,2.97,P3168,P3168,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
3.147,3.196,P3169,P3169,15,Custom Shape - Shield,,NA,3,5,#N/A,Magnets,Preco
3.75,1.98,P3170,P3170,20,Truck Shape,,NA,5,4,#N/A,Magnets,Preco
7.5089,3.65,P3171,P3171,5,Custom Shape,,NA,1,5,#N/A,Magnets,Preco
2.2742,4.1997,P3172,P3172,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
1.25,2,P3173,P3173,56,Rectangle,,Square,7,8,#N/A,Magnets,Preco
1.25,1.33,P3174,P3174,77,Rectangle,,Square,7,11,#N/A,Magnets,Preco
1.25,1.71875,P3175,P3175,63,Rectangle,,Square,7,9,#N/A,Magnets,Preco
1.25,2.39653,P3176,P3176,49,Rectangle,,Square,7,7,#N/A,Magnets,Preco
6.2,2.23,P3177,P3177,10,Cyber Truck,,NA,5,2,#N/A,Magnets,Preco
4.348,3.2117,P3178,P3178,12,Custom Shape - Cup,,NA,3,4,#N/A,Magnets,Preco
2.2872,2.178,P3179,P3179,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
4.71,1.65,P3180,P3180,18,Truck Shape,,NA,6,3,#N/A,Magnets,Preco
3.5,3.1,P3181,P3181,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
11,4.5,P3182,P3182,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
4.29,4.16,P3183,P3183,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
5.1834,6.4,P3184,P3184,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
4,5.5,P3185,P3185,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
1.68,3,P3186,P3186,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
3.6,3.5,P3187,P3187,12,Paw Shape,,NA,3,4,#N/A,Magnets,Preco
2,2,P3188,P3188,40,Custom Shape,,NA,5,8,#N/A,Magnets,Preco
5,8.37,P3189,P3189,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
4.25,4.6,P3190,P3190,8,Picture Frame -Shield,Picture Frame,Square,2,4,#N/A,Magnets,Preco
4.72,2.16,P3191,P3191,12,Van Shape,,NA,4,3,#N/A,Magnets,Preco
3.9688,3.4458,P3192,P3192,12,Heart Shape,,NA,3,4,#N/A,Magnets,Preco
3.2316,4.3104,P3193,P3193,12,Dog Shape,,NA,3,4,#N/A,Magnets,Preco
3.1969,4.2889,P3194,P3194,12,Milk Jug,,NA,3,4,#N/A,Magnets,Preco
3.3,4.2381,P3195,P3195,12,Flower Vase,,NA,3,4,#N/A,Magnets,Preco
3.225,4.2498,P3196,P3196,12,Vertical Vintage Paper Shape,,NA,3,4,#N/A,Magnets,Preco
3.2681,4.2499,P3197,P3197,12,Cross Shape,,NA,3,4,#N/A,Magnets,Preco
3.2702,4.25,P3198,P3198,12,A glass of lemonade with a straw and a lemon wedge,,NA,3,4,#N/A,Magnets,Preco
2.8788,4.45,P3199,P3199,12,the top left corner of this shape forms an arch,,NA,3,4,#N/A,Magnets,Preco
4.16,3.25,P3200,P3200,12,Scallop Shell Shape,,NA,3,4,#N/A,Magnets,Preco
4.1367,3.1509,P3201,P3201,12,Book Shape,,NA,3,4,#N/A,Magnets,Preco
3.1881,4.2076,P3202,P3202,12,Acoustic Guitar Shape,,NA,3,4,#N/A,Magnets,Preco
3.3174,4.0536,P3203,P3203,12,Beehive Shape,,NA,3,4,#N/A,Magnets,Preco
3.9153,3.3582,P3204,P3204,12,Pair of baby footprints Shape,,NA,3,4,#N/A,Magnets,Preco
3.2482,4.1684,P3205,P3205,12,Apple on Books Shape,,NA,3,4,#N/A,Magnets,Preco
2.18,3.12,P3206,P3206,20,Custom Tooth Shape,,NA,4,5,#N/A,Magnets,Preco
3.1201,1.5956,P3207,P3207,30,Custom Shape,,NA,6,5,#N/A,Magnets,Preco
2.2619,3,P3208,P3208,20,Shield Shape,,NA,4,5,#N/A,Magnets,Preco
4.9586,2.6912,P3209,P3209,12,Potato Shape,,NA,4,3,#N/A,Magnets,Preco
2.9924,2.5538,P3210,P3210,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
2.7419,2.6757,P3211,P3211,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
5,8,P3212,P3212,4,Custom Shape - Picture frame,Picture Frame,NA,2,2,#N/A,Magnets,Preco
4.29,2,P3213,P3213,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
3.3,3.54,P3214,P3214,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
3.4,3.5,P3215,P3215,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
5.1274,2.7184,P3216,P3216,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
4.925,1.3795,P3217,P3217,21,Custom Shape,,NA,7,3,#N/A,Magnets,Preco
4.8189,4.25,P3218,P3218,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
4,4.15,P3219,P3219,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
3,1.5,P3220,P3220,30,Custom Shape,,NA,3,10,#N/A,Magnets,Preco
4,2.3962,P3221,P3221,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
5,1.99,P3222,P3222,16,Custom Shape,,NA,2,8,#N/A,Magnets,Preco
4.5,2,P3223,P3223,15,Van Shape,,NA,5,3,#N/A,Magnets,Preco
4,2,P3224,P3224,16,Bubble Shape,,NA,2,8,#N/A,Magnets,Preco
8.5,4.1082,P3225,P3225,4,Custom Shape,,NA,1,4,#N/A,Magnets,Preco
1.5,3,P3226,P3226,30,Standing human figure Shape,Shaped,NA,3,10,#N/A,Magnets,Preco
5.9,3.35,P3227,P3227,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
6.0517,2.6,P3228,P3228,12,Car Shape,,NA,4,3,#N/A,Magnets,Preco
1.5,3.3042,P3229,P3229,30,Standing human figure Shape,Die Cut,NA,6,5,#N/A,Magnets,Preco
3.395,4.0756,P3230,P3230,12,Custom Shape,Die Cut,NA,3,4,#N/A,Magnets,Preco
6.28,4.3,P3231,P3231,4,Custom Shape,Die Cut,NA,2,2,#N/A,Magnets,Preco
6,5.782,P3232,P3232,3,Custom Shape,Die Cut,NA,1,3,#N/A,Magnets,Preco
4.0448,3.9183,P3233,P3233,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4,6.25,P3234,P3234,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
2.7338,3.5,P3235,P3235,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
1.5,6.375,P3236,P3236,16,Custom Shape,,NA,2,8,#N/A,Magnets,Preco
4.5,2.28,P3237,P3237,14,Custom Shape,,NA,2,7,#N/A,Magnets,Preco
2.5,3.5,P3238,P3238,20,Cross Shape,,NA,4,5,#N/A,Magnets,Preco
2.915,2.25,P3239,P3239,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
7,5,P3240,P3240,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
3.75,6.12,P3241,P3241,6,House Shape - Left,,NA,3,2,#N/A,Magnets,Preco
3.6727,2.3738,P3242,P3242,16,South Dakota,Die Cut,NA,4,4,#N/A,Magnets,Preco
2.85,2.85,P3243,P3243,18,Flower Shape,Shaped,NA,3,6,#N/A,Magnets,Preco
4,1.125,P3244,P3244,32,Rectangle,,Round,8,4,#N/A,Magnets,Preco
6,4,P3245,P3245,6,Magna Phrase,,Square,2,3,#N/A,Magnets,Preco
2.375,1.9,P3246,P3246,32,Custom Shape,,NA,4,8,#N/A,Magnets,Preco
6,3.1559,P3247,P3247,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
2.537,3.45,P3248,P3248,20,Custom Shape,,NA,4,5,#N/A,Magnets,Preco
5.75,5.75,P3249,P3249,3,Custom Shape,,NA,1,3,#N/A,Magnets,Preco
6.15,4.5122,P3250,P3250,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4,4.3207,P3251,P3251,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4.15,7,P3252,P3252,4,Ribbon Shape,,NA,2,2,#N/A,Magnets,Preco
4,4,P3253,P3253,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
6.3835,3.1999,P3254,P3254,10,Custom Shape,,NA,2,5,#N/A,Magnets,Preco
2.5363,3.0776,P3255,P3255,18,Custom Shape,,NA,3,6,#N/A,Magnets,Preco
2.75,2.0842,P3256,P3256,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
6,9.25,P3257,P3257,3,Kiss Cut,,NA,1,3,#N/A,Magnets,Preco
4,2,P3258,P3258,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
5.5,5,P3259,P3259,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
4,3.75,P3260,P3260,8,Rectangle,,Round,4,2,#N/A,Magnets,Preco
4.3158,2.0428,P3261,P3261,20,Van Shape,,NA,5,4,#N/A,Magnets,Preco
3.4901,4.1887,P3262,P3262,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
4.4259,6.25,P3263,P3263,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
5.5,4.2573,P3264,P3264,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
8.5,3.5,P3265,P3265,6,Kiss Cut,,Square,3,2,#N/A,Magnets,Preco
3.875,2.0262,P3266,P3266,16,Custom Shape,,NA,4,4,#N/A,Magnets,Preco
5.16,3.39,P3267,P3267,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
2.24,3.07,P3268,P3268,20,Custom Shape,,NA,4,5,#N/A,Magnets,Preco
1.99,3,P3269,P3269,25,Pickleball Paddle Shape,,NA,5,5,#N/A,Magnets,Preco
2.326,2.5604,P3270,P3270,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
2.6907,3,P3271,P3271,20,Shield Shape,,NA,4,5,#N/A,Magnets,Preco
6.2633,7,P3272,P3272,2,Custom Shape,,NA,1,2,#N/A,Magnets,Preco
10.6096,2.2156,P3273,P3273,7,Custom Shape,,NA,1,7,#N/A,Magnets,Preco
5.294,6.7609,P3274,P3274,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
7.1,3.32,P3275,P3275,6,Custom Shape,,NA,3,2,#N/A,Magnets,Preco
4,5.193,P3276,P3276,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
5.5872,3.9791,P3277,P3277,8,Custom Shape,,NA,2,4,#N/A,Magnets,Preco
2.25,1.31,P3278,P3278,49,Rectangle,,Round,7,7,#N/A,Magnets,Preco
3.017,2.6186,P3279,P3279,24,Custom Shape,Die Cut,NA,4,6,#N/A,Magnets,Preco
2.1763,2.75,P3280,P3280,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
4,3,P3281,P3281,12,House with Chimney - Left,,NA,3,4,#N/A,Magnets,Preco
4.1052,1.6061,P3282,P3282,24,Custom Shape,,NA,6,4,#N/A,Magnets,Preco
3.2,2.75,P3283,P3283,18,Chef Cap,,NA,3,6,#N/A,Magnets,Preco
3.38,2.9328,P3284,P3284,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
3.0772,2.1022,P3285,P3285,24,Custom Shape,,NA,3,8,#N/A,Magnets,Preco
3,3,P3286,P3286,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
6,2.3171,P3287,P3287,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
2.3586,2.3998,P3288,P3288,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
2.15,2.75,P3289,P3289,24,Tooth Shape,Die Cut,NA,4,6,#N/A,Magnets,Preco
3.5,2,P3290,P3290,24,Oval shape,Oval,NA,3,8,#N/A,Magnets,Preco
2.6153,1.8,P3291,P3291,36,Iowa Shape,Die Cut,NA,4,9,#N/A,Magnets,Preco
5,5.5,P3292,P3292,6,Shield Shape,,NA,2,3,#N/A,Magnets,Preco
3.0803,5.1498,P3293,P3293,10,Paint Brush,,NA,2,5,#N/A,Magnets,Preco
3,3.0663,P3294,P3294,15,Custom Shape,,NA,3,5,#N/A,Magnets,Preco
3.25,9,P3295,P3295,6,Picture Frame,Die Cut,NA,3,2,#N/A,Magnets,Preco
9.132,5.0095,P3296,P3296,4,Truck Shape,Die Cut,NA,2,2,#N/A,Magnets,Preco
3.35,2.0776,P3297,P3297,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
1.313,4.12,P3298,P3298,28,Bottle Shape,,NA,7,4,#N/A,Magnets,Preco
2.3192,7,P3299,P3299,8,Bottle Shape,Die Cut,NA,4,2,#N/A,Magnets,Preco
3,4,P3300,P3300,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
5.3116,5.1984,P3301,P3301,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
3,2.34,P3302,P3302,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
1.3397,4,P3303,P3303,28,Bottle Shape,Die Cut,NA,7,4,#N/A,Magnets,Preco
2.2283,3.125,P3304,P3304,21,Custom Shape,,NA,3,7,#N/A,Magnets,Preco
2.25,2.15,P3305,P3305,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
5,5,P3306,P3306,6,Kiss Cut,,NA,2,3,#N/A,Magnets,Preco
2.75,2.4431,P3307,P3307,24,Custom Shape,,NA,4,6,#N/A,Magnets,Preco
5.0922,5,P3308,P3308,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
2.3109,5,P3309,P3309,12,Custom Shape,,NA,4,3,#N/A,Magnets,Preco
2.1365,2.151,P3310,P3310,35,Faucet Shape,,NA,5,7,#N/A,Magnets,Preco
5,8.5,P3311,P3311,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3.5,3,P3312,P3312,20,Custom Shape,Die Cut,NA,4,5,#N/A,Magnets,Preco
3,6,P3313,P3313,9,Custom Shape,Die Cut,NA,3,3,#N/A,Magnets,Preco
5.211,8.4768,P3314,P3314,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
2.9634,2.9696,P3315,P3315,15,Rectangle Bear Shaped,,NA,3,5,#N/A,Magnets,Preco
10.2064,4.4114,P3316,P3316,4,Custom Shape,,NA,1,4,#N/A,Magnets,Preco
3,3.9,P3317,P3317,12,Custom Shape,,NA,3,4,#N/A,Magnets,Preco
3.5,6,P3318,P3318,9,Custom Shape,Die Cut,NA,3,3,#N/A,Magnets,Preco
6.5,2.6079,P3319,P3319,8,Car Shape,,NA,4,2,#N/A,Magnets,Preco
2.9514,2.3661,P3320,P3320,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
2.88,6,P3321,P3321,12,Custom Shape,Die Cut,NA,4,3,#N/A,Magnets,Preco
